ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation,subsidiary_one_stock,subsidiary_two_stock
"5702191025620","ICADEN 10MG/G CR 20G","E","03 - Preço Controlado Plugpharma","44,07","44,09","","","","1","3"
"7896422519908","ALENTHUS XR 37,5MG C/30 CPR","E","02 - Preço Controlado Plugpharma","48,87","52,89","","","","2","0"
"7896026304245","MICARDIS 40MG C/30 CPR","E","02 - Preço Controlado Plugpharma","218,91","197,48","","","","0","0"
"7891142206145","PROT SOLAR EPISOL ACQUA PELE OLEOSA FPS60 60ML","E","DERMOCOSMETICOS","104,31","94,19","","","","4","2"
"7891058020316","COLIRIO MOURA BRASIL 20ML","B","PROMOÇOES LEVE E PAGUE","19,33","17,30","","","","15","11"
"7896222716262","PRES OLLA LUBRIFICADO C/6 UNID","D","","14,19","11,35","","","","3","5"
"7896770980054","FR TENA PANTS NOTURNA P/M C/7","E","","24,95","39,55","","","","2","2"
"7891317421755","SINOT CLAV 875+125MG C/20 CPR","E","02 - Preço Controlado Plugpharma","143,86","139,49","","","","0","0"
"7899706155021","GEL LIMP EFFACLAR CONCENTRADO LA ROCHE-POSAY 300G","E","DERMOCOSMETICOS","99,81","79,59","","","","2","1"
"7891317465643","GN TRIANCINOLONA ACETONIDA 1MG/G POM 10G EURO","B","BORA VENDER GENÉRICO 3.0","12,42","10,09","","","","7","7"
"7896658026195","AVIDE 100MG C/9 CAPS DURA","E","PROPAGADO","48,51","48,69","","","","5","3"
"7891010030452","COND JOHNSONS BABY 200ML","E","","24,90","25,55","","","","1","1"
"8903855073125","GN CLORIDRATO DE VENLAFAXINA 150MG C/30 CPR TORRENT","E","01 - Preço Controlado Plugpharma","89,91","47,09","","","","3","1"
"7896222721198","NALDECON MULTI C/16 CPR","E","PROPAGADO","27,87","22,79","","","","3","3"
"7500435121002","GILLETTE VENUS REFIL C/2 UNID SKIN COMFORT","D","","43,50","26,19","","","","5","7"
"7894916550116","TENADREN 40+25MG C/30 CPR","E","03 - Preço Controlado Plugpharma","12,93","13,79","","","","2","1"
"7891350045246","ESM RISQUE MANICORES SE LIBERTA DO BASICO 8ML","D","","5,99","7,99","","","","3","3"
"7897705203231","INSULINA N NOVOLIN 100UI 10ML","E","03 - Preço Controlado Plugpharma","55,67","65,00","","","","2","4"
"7896112400172","DOSS 50.000UI C/8 CAPS MOLE","E","02 - Preço Controlado Plugpharma","136,38","105,19","","","","0","0"
"8902220107915","GN LAMOTRIGINA 25MG C/30 CPR TORRENT","E","02 - Preço Controlado Plugpharma","20,39","24,39","","","","0","0"
"7891350039016","ESM RISQUE IZA A VOZ DO GUETO 8ML","E","","5,90","7,99","","","","0","0"
"7896658006043","DIOSMIN 450+50MG C/30 CPR","E","03 - Preço Controlado Plugpharma","64,78","62,53","","","","2","0"
"7896658005763","PRELONE 5MG C/20 CPR","E","02 - Preço Controlado Plugpharma","20,34","17,89","","","","0","0"
"7896004750347","GN OLMESARTANA+MEDOXOMILA+HIDROCLO 40+12,5MG C/30 CPR EMS","E","BORA VENDER GENÉRICO 3.0","38,93","32,89","","","","2","6"
"7896094917897","MAXSULID 400MG C/30 CPR","E","02 - Preço Controlado Plugpharma","105,86","102,99","","","","0","3"
"7896000672575","CONJ KUKA P/CABELO REF 7257","E","","39,50","24,99","","","","1","1"
"7891317192792","SINOT CLAV SUSP 400/57MG/5ML C/140ML","E","02 - Preço Controlado Plugpharma","143,57","136,99","","","","0","0"
"4005900662071","DES NIVEA PROTECT&CARE KIT C/2 UNID 150ML","E","","21,50","23,02","","","","0","0"
"7500435154222","SH PANTENE BAMBU 200ML","D","","16,90","16,05","","","","2","3"
"7891800666090","FITA MICROPOROSA CREMER BRANCO 2,5CMX0,9M","C","","6,90","7,69","","","","1","3"
"4005900183125","PROT SOLAR EUCERIN OIL CONTROL FPS60 52G","E","DERMOCOSMETICOS","92,61","76,09","","","","1","1"
"7896014125319","TIN NUTRISSE CASTANHO CLARO AMEND 50","E","","18,90","25,69","","","","1","1"
"7891721015366","DICLIN C/21 CPR REVEST (FRACIONADO) CX C/3","C","03 - Preço Controlado Plugpharma","48,81","49,39","","","","2","2"
"7896222721068","PRES JONTEX SENSITIVE C/8 UNID","C","","29,59","26,89","","","","2","4"
"7891317448714","RISS 1MG C/30 CPR","E","02 - Preço Controlado Plugpharma","48,23","49,59","","","","2","3"
"7891024027325","SAB LIQ PROTEX ERVA DOCE 200ML","E","","10,99","11,49","","","","0","2"
"7896000705976","TIN COR&TON CASTANHO MEDIO COR 4.0","E","","12,99","17,59","","","","1","2"
"7891035024221","REPELENTE REPELEX SPRAY 100ML","C","","19,99","16,55","","","","2","3"
"7896235353256","LEITE DE COLONIA ORIGINAL 200ML","E","","10,50","8,59","","","","1","1"
"7896083412174","IMUNOCRAN C/30 CAPS","E","","104,02","103,29","","","","1","0"
"7891721044137","GLIFAGE 1G C/30 CPR REVEST","E","03 - Preço Controlado Plugpharma","46,70","47,59","","","","0","1"
"7898560664137","DYMISTA SPRAY 23G","E","02 - Preço Controlado Plugpharma","134,76","123,29","","","","1","2"
"7896018700659","TOLHAS UMEDECIDAS HUGGIES MAX CLEAN C/48 UNID","E","","15,50","11,59","","","","3","4"
"7891150088504","COND SEDA HIDRAT BOOM PRO CURVATURA 300ML","D","","13,99","16,89","","","","0","0"
"78911222","VICK VAPORUB 12G","B","PROPAGADO","17,72","15,59","","","","8","9"
"7896004706733","GN CLORIDRATO DE DILTIAZEM 30MG C/50 CPR EMS","E","BORA VENDER GENÉRICO 3.0","19,90","14,87","","","","3","0"
"7899706238014","TIN IMEDIA EXCELLENCE NUDES CASTANHO ESCURO UNIVERSAL 3U","C","","26,99","35,49","","","","1","2"
"7897947612273","BEPANTRIZ DERMA CREME 20G","D","","16,90","14,63","","","","2","2"
"7896226500027","ROACUTAN 20MG C/30 CAPS","E","PROPAGADO","236,91","178,29","","","","2","0"
"7891158105227","SUPL NUTRICIONAL ENSURE CHOCOLATE 850G","E","SUPLEMENTO ALIMENTAR","185,31","200,99","","Leve 2 e pague %170,84(30.00) cada","","2","1"
"887961951806","BONECO E PERSONAGEM JURASSIC WORLD MINI FIGURAS 5C UNIDADE G","E","","11,90","12,29","","","","0","0"
"7896206406707","SELOZOK 25MG C/60 CPR REVEST","E","PROPAGADO","59,19","56,76","","","","2","3"
"7897595602114","GN ALOPURINOL 300MG C/30 CPR SANDOZ","E","BORA VENDER GENÉRICO 3.0","22,46","18,19","","","","0","0"
"7893454101569","MESTINON 60MG C/60 CPR","E","02 - Preço Controlado Plugpharma","45,15","47,29","","","","0","2"
"7897947612365","CR LABIAL BEPANTRIZ DERMA 7,5ML","E","","19,90","21,49","","","","3","5"
"7891040005826","MICROPOROSA NEXCARE BRANCO 25 X 4,5M","E","","14,50","16,19","","","","2","3"
"7896637030403","INPRUV DK 50.000UI+100MCG C/4CPR","E","02 - Preço Controlado Plugpharma","95,63","92,69","","","","0","0"
"7891150054936","SORVETE KIBON FRUTTARE MANGA PICOLE 70ML","E","","7,50","7,50","","Leve 2 e pague %6,56(25.00) cada","","0","0"
"7898430192906","DPREV 7.000UI C/8 CPR REVEST","E","03 - Preço Controlado Plugpharma","22,78","23,39","","Leve 2 e pague R$16,37 cada","","3","5"
"7896094918757","ARTROTOP CR 50G","E","PROPAGADO","59,22","54,49","","","","0","1"
"7896000617880","MAM BRANCO DE BALEIA C/BICO KUKA 330ML","E","","41,90","38,25","","","","2","1"
"7894321722016","BEBIDA LACTEA TODDYNHO 200ML","B","","4,50","6,69","","","","23","38"
"7896658001901","DECONGEX PLUS C/12 CPR","C","03 - Preço Controlado Plugpharma","28,57","25,89","","","","6","5"
"7500435171083","ESC DENT ORAL B ADVANCED 5X CARVAO C/2 UNID","E","","24,90","18,69","","","","8","5"
"4005900036667","DES AERO NIVEA BLACK&INVISIBLE CLEAR 150ML","E","LEVE E PAGUE PERFUMARIA","12,99","12,65","","","","4","2"
"7898430194092","DPREV CALCIO+CITR+2000UI VIT D3 C/30 CPR","E","SUPLEMENTO ALIMENTAR","78,89","68,99","","","","1","2"
"7500435158688","DES AERO MAN OLD SPICE PEGADOR 200ML","E","","21,90","17,89","","","","3","3"
"7898040322786","EXIMIA FORTALIZE C/30 CPS","E","","150,98","142,99","","","","0","1"
"7891317019150","OLSAR H 40+12,5MG C/30 CPR","E","03 - Preço Controlado Plugpharma","66,27","66,09","","","","2","2"
"7896112115175","GN NAPROXENO 500MG C/20 CPR","E","02 - Preço Controlado Plugpharma","25,21","15,49","","","","3","1"
"7896004786643","GN OLMESARTANA+BESILATO DE ANTO 20MG+5MG C/30 CPR GERMED","E","03 - Preço Controlado Plugpharma","46,10","36,99","","","","2","3"
"7891150043091","KIT SEDA LISO PERFEITO SH+COND 325ML","E","","19,99","14,89","","","","1","2"
"7896112400363","ONICUT C/60 CAPS","E","","137,58","111,75","","","","0","0"
"7896112151180","GN LANSOPRAZOL+CLARITR+AMOXICILINA 30+500+500 C/28 CPS(TEU)","E","BORA VENDER GENÉRICO 3.0","99,88","117,09","","","","0","1"
"7899706134279","PROT SOLAR LA ROCHE ANTHELIOS FPS30 200ML","E","DERMOCOSMETICOS","98,91","100,45","","","","0","2"
"7896206407902","SYMBICORT SPRAY 6+200MCG C/120 DOSE","E","02 - Preço Controlado Plugpharma","161,02","155,43","","","","1","1"
"7896094931299","BUSCOPAN COMPOSTO 20ML","C","PROPAGADO","23,49","24,39","","","","9","9"
"7899706149471","PROT SOLAR LA ROCHE POSAY ANTHELIOS S/COR FPS50 200ML","E","DERMOCOSMETICOS","114,21","96,99","","","","0","0"
"7908458321377","OLEO CAPILAR SALON LINE MIX DE 12 OLEOS SOS CACHOS 42ML","C","","17,90","12,79","","","","1","0"
"7898040321550","GYNOPAC C/4 CPR","E","03 - Preço Controlado Plugpharma","111,84","114,99","","","","1","2"
"7898029550766","DAFLON FLEX 1000MG SUS ORAL C/30 SACHES","E","02 - Preço Controlado Plugpharma","174,59","157,49","","","","1","5"
"7897322706528","CAFILISADOR 500+65MG C/16 CPR","E","02 - Preço Controlado Plugpharma","42,53","36,05","","","","0","0"
"7896512928122","SAB GRANADO GLICERINA LAVANDA 90G","E","","6,90","6,49","","","","6","2"
"7894222010212","ESM DAILUS MEIA DE SEDA 8ML","E","","7,90","6,99","","","","3","3"
"7896658036385","PROHN C/15 CAPS","E","PROPAGADO","65,77","71,99","","","","0","0"
"7891142180766","QUADRIDERM CR 20G","E","02 - Preço Controlado Plugpharma","51,88","50,09","","","","2","2"
"7896004720210","GN AMOXICILINA+CLAVULANATO 400MG/57MG SUSP 70ML GERMED","E","BORA VENDER GENÉRICO 3.0","56,20","58,49","","","","0","1"
"7893454100647","CETOBETA POM 30G","D","SIMILAR PRA VENDER MUITO!","22,97","18,80","","","","2","2"
"7897595620279","GN CLORIDRATO DE LOPERAMIDA 2MG C/12 CPR SANDOZ","E","03 - Preço Controlado Plugpharma","5,79","4,49","","","","3","8"
"7896044952701","DES ROLL ON GIOVANNA BABY BLUE C/2 UNID","E","","12,50","13,48","","","","3","3"
"7896094927483","TAMARINE FIBRAS MAX LARANJA 72G C/10 SACHES","E","PROPAGADO","37,97","37,19","","","","0","0"
"8005610325507","PERF GABRIELA SABATINI TRADICIONAL FEM 60ML","E","","152,90","126,75","","","","0","2"
"7896261003996","FLOTAC 70MG C/10 CPR","E","02 - Preço Controlado Plugpharma","30,88","28,39","","","","0","0"
"7896094918504","RIZI-M 5+10MG C/14 CPR","E","02 - Preço Controlado Plugpharma","120,12","130,79","","","","1","0"
"7891150095311","SAB LIQ LUX GARDENIA/OLEO DE AMENDOAS 250ML","B","","9,90","7,89","","","","1","2"
"7896658021442","LIBERAFLUX 7,5MG XPE 100ML","E","02 - Preço Controlado Plugpharma","37,20","32,43","","","","2","0"
"7891150093836","SERUM TRESEMME BLINDAGEM ANTIFRIZZ TRAT 170ML","E","","31,98","22,89","","","","0","0"
"7891317025571","TROK 20+0,5MG/G CR 30G","E","01 - Preço Controlado Plugpharma","34,97","32,69","","","","2","2"
"7891962054810","COOKIES BAUDUCCO ORIGINAL 60G","E","","3,90","4,29","","","","0","0"
"7896181924098","GN ACEBROFILINA 25MG/5ML XPE 120ML BIO","E","BORA VENDER GENÉRICO 3.0","20,88","11,90","","","","1","1"
"7899706197984","PROT SOLAR FACIAL LOREAL EXPERTISE ANTIOLEOSIDADE F60 40G","E","","51,90","51,99","","","","8","3"
"7891150080102","CR PENTEAR SEDA COLAGENO E VITAMINAS C 300ML","E","","9,90","10,49","","","","1","1"
"7896671620028","SH FLORES E VEGETAIS JABORANDI E ARNICA 310ML","E","","22,90","23,29","","","","2","2"
"7896714292236","GN BESILATO DE LEVANLODIPINO 5MG C/30CPR NEO","C","02 - Preço Controlado Plugpharma","67,84","53,39","","","","1","7"
"7896181920397","CORUS 25MG C/30 CPR REVEST","E","03 - Preço Controlado Plugpharma","52,36","47,24","","","","2","3"
"8902220108370","EPEZ 5MG C/30 CPR REVEST","E","01 - Preço Controlado Plugpharma","57,86","53,91","","Leve 2 e pague R$51,46 cada","","2","2"
"7896658017704","AXONIUM 10MG C/30 CPR","E","02 - Preço Controlado Plugpharma","129,70","133,09","","","","1","1"
"7899547532555","MAIZHER 10MG C/30 CPR","E","02 - Preço Controlado Plugpharma","37,68","34,67","","","","0","0"
"7891317427542","GN LOSARTANA POTASSICA 50MG C/30 CPR EURO","E","BORA VENDER GENÉRICO 3.0","7,51","4,12","","","","0","0"
"3499320014267","GEL CR CETAPHIL CALMANTE PELE SENSIVEL 453G","E","DERMOCOSMETICOS","117,81","89,89","","","","1","0"
"7896235354017","OLEO PAIXAO IRRESISTIVEL FLOR DE LIS 100ML","E","","12,90","10,99","","","","2","2"
"7891317139544","LIMIAR 75MG C/30 CAPS DURA","E","01 - Preço Controlado Plugpharma","53,83","60,69","","","","2","4"
"7896183305796","SAB GIORNO BAGNO LAVANDA & VANILLA 180G","E","","24,90","19,19","","","","0","2"
"7891137000017","PASTILHA VALDA FRIENDS POTE 50G","E","","10,50","11,09","","","","2","2"
"7891142115386","ALIVIUM 600MG C/10 CPR","E","02 - Preço Controlado Plugpharma","42,25","36,89","","","","0","0"
"7898430191718","PURAVIT IMUNE 75ML","E","","68,25","58,80","","","","0","0"
"7896004725833","GN HIDROQUINONA 40MG/G GEL 30G GERMED","E","01 - Preço Controlado Plugpharma","44,67","42,57","","","","1","0"
"7891024035313","SAB PROTEX MEN SPORT 85G","E","","3,99","3,55","","","","3","2"
"3337871324001","ANTITRANSPIRANTE VICHY STRESS RESIST ROL ON 50ML","E","","153,90","129,29","","","","1","2"
"8903855078632","TOARIP 15MG C/30 CPR","E","02 - Preço Controlado Plugpharma","275,94","284,99","","","","0","0"
"7891098040688","CHA MATTE LEAO NATURAL PET 450ML","E","","3,50","5,99","","","","7","9"
"7896009498237","ADVIPRO 11,6MG GEL 60GR","E","PROPAGADO","34,07","19,99","","","","0","1"
"4006000008592","KIT NIVEA LUMINOUS SERUM 30ML+SAB GEL 145G","E","","131,80","115,75","","","","0","0"
"7509546669205","ESC DENT COLGATE GENGIVA COMFORT 2UNID","E","","23,90","24,35","","","","0","0"
"7891317011369","FLORIPA SOL GOTAS 8ML","E","","112,65","129,99","","","","1","0"
"7896658031892","BIOMAG 15MG C/60 CAPS","E","02 - Preço Controlado Plugpharma","95,47","101,79","","","","1","0"
"7891350038293","ESM RISQUE GUERRA DO ARCO IRIS 8ML","D","","4,90","6,99","","","","3","1"
"7896658036965","ALLESTRA 30 C/21 DRG (FRANCIONADO) CX C/3","E","01 - Preço Controlado Plugpharma","76,30","76,09","","","","1","0"
"7896046300012","ARTELAC REBALANCE SOL OFT 10ML","E","PROPAGADO","53,74","73,69","","","","1","4"
"7896004714004","GN VALE BETAMETASONA+SUL GENT+TOLN+CLI 0,5+1+10+10MG CR 20G","E","BORA VENDER GENÉRICO 3.0","20,30","18,69","","","","0","1"
"7891317177645","PRIMERA 20 C/21 CPR","E","ANTICONCEPCIONAIS","33,10","35,39","","","","2","1"
"7891268144024","FELDENE 20MG C/15 C´S","E","02 - Preço Controlado Plugpharma","58,33","61,69","","","","0","0"
"7702018874729","APAR PRESTOBARBA GILLETTE 3 CONFORTGEL C/2 UNID","D","","18,90","20,35","","","","3","0"
"7896512945136","SAB PHEBO GERANIO BOURBON 100G","E","","6,50","6,15","","","","1","1"
"7896014183081","TIN CASTING CREME GLOSS CASTANHO NATURAL COR 400","E","","27,99","38,85","","","","3","3"
"7891035620003","REPELENTE REPELEX AERO 200ML","E","","35,99","25,25","","","","5","5"
"7891317015497","QUELATUS BARI C/30 CPR MAST","E","SUPLEMENTO ALIMENTAR","84,26","75,99","","","","0","0"
"7891150079236","SAB LIQ DOVE BABY HORR DE DORMIR 400ML","E","","27,90","20,89","","","","2","3"
"7896094916234","LISADOR DIP 1G C/20 CPR","D","PROPAGADO","38,96","29,90","","","","4","5"
"7891182033541","ESM RISQUE PRETO SEPIA 8ML","E","","4,60","6,99","","","","3","1"
"7891150097377","KIT SEDA SH 300ML+COND CERAMIDAS 190ML","B","","17,50","14,89","","","","3","2"
"7891317014711","DUCOX 200MG C/30 CAPS","E","02 - Preço Controlado Plugpharma","98,01","98,99","","","","0","0"
"7509546069593","GEL DENTAL COLGATE SMILES MINIONS 100G","D","","14,50","12,95","","","","1","1"
"7500435125840","ABS ALWAYS PROTETOR DIARIO RESPIRAVEL C/40 UNID","E","","17,90","18,69","","","","0","0"
"7896094919594","ADDERA D3 600UI GTS 5ML","E","SUPLEMENTO ALIMENTAR","82,34","79,69","","","","0","1"
"7899026478909","OLEO TRAT SUBLIME ELSEVE EXTRAORDINARIO 100ML","E","Ofertas Verão","41,90","50,99","","","","1","4"
"7894650006122","REPELENTE EXPOSIS REFIL CASA 32,9ML","E","","26,90","23,19","","","","7","3"
"7898157301322","MULETA CANADENSE  ALUMINIO DORJAC/1 UNIDADE","E","","169,99","73,29","","","","0","0"
"7896331704808","RAPILAX 7,5MG/ML GTS 30ML","C","PROMOÇOES LEVE E PAGUE","15,87","15,19","","","","7","2"
"7898040329167","CARTIGEN II 40MG C/90 CPR","E","","259,17","235,39","","","","0","0"
"9001616802898","CHUP MAM AIR ROSA +18 MESES TAM 3 REF 2954","E","","49,90","42,65","","","","1","1"
"7897473207035","MOMATE 50MCG SUSP NASAL C/120 ACIONAMENTOS","E","01 - Preço Controlado Plugpharma","58,64","46,99","","","","0","0"
"7896658008467","SOMALIUM 6MG C/30 CPR","E","02 - Preço Controlado Plugpharma","45,84","46,19","","","","1","0"
"7896235354185","CR MAOS MONANGE Q10 VITAMINAS E 75G","E","","12,90","13,29","","","","2","2"
"7891317477271","GN MONTELUCASTE DE SODIO 5MG C/30 CPR EURO","E","BORA VENDER GENÉRICO 3.0","49,87","32,70","","","","4","1"
"7891317031183","AFETUS 50MG C/60 CPR REVEST EURO","E","02 - Preço Controlado Plugpharma","118,77","123,19","","","","1","0"
"7894916509343","CYMBI 30MG C/30 CAPS DURA","E","02 - Preço Controlado Plugpharma","104,12","104,89","","","","0","2"
"7898301056757","TIRAS GTECH FREE REAGENTES P/ MEDICAO GLICOSE C/25 UNID","E","","55,50","60,95","","","","1","2"
"7612412422429","ESC DENT CURAPROX 5460 ULTRA SOFT C/3 UNID","E","","109,90","92,19","","","","3","-1"
"7896342450435","COTOVELEIRA MERCUR SPORT PRETA TAM G","E","","45,50","43,65","","","","0","0"
"7896004710761","GN SINVASTATINA 20MG C/30 CPR EMS","E","02 - Preço Controlado Plugpharma","25,65","9,59","","","","12","9"
"7891142205735","PROT SOLAR FACIAL EPISOL SMART COLOR FPS50 40ML","E","DERMOCOSMETICOS","103,41","78,19","","","","6","2"
"7506309865393","SH HEAD SHOULDERS MEN 3EM1 200ML","E","","20,50","16,95","","","","2","1"
"7896112403340","AD MUC KIDS GEL 10G","E","","78,24","67,89","","","","0","0"
"7898074616042","DIVIDOL C/12 CAPS","E","02 - Preço Controlado Plugpharma","46,41","47,99","","","","0","3"
"7896658034879","CLILON 0,5% SOL OFT C/5ML","E","03 - Preço Controlado Plugpharma","53,72","47,09","","","","0","0"
"7891317465346","VENLAXIN 37,5MG C/30 CAPS","E","02 - Preço Controlado Plugpharma","41,79","42,19","","","","2","2"
"7896023718076","KIT SUPRACORP CATARINENSE OMEGA 3 1000MG 300CAPS","D","ACÃO VITAMINAS","129,90","112,99","","","","1","1"
"7896004716275","GN BROMAZEPAM 3MG C/30 CPR GERMED","E","BORA VENDER GENÉRICO 3.0","12,68","12,19","","","","13","2"
"7891150082779","SAB LIQ LUX ESSENCIA DO BRASIL FLOR DO CAJUEIRO 300ML","E","","13,99","9,89","","","","2","4"
"7898040321253","DOLAMIN FLEX 125+5MG C/15 CPR","E","03 - Preço Controlado Plugpharma","56,11","57,99","","","","2","6"
"78924352","DES ROLL ON REXONA COTTON DRY 50ML","E","","11,50","7,89","","","","3","3"
"7896311773275","BARRA DE PROTEINA PROTEIN CRISP BAR COOKIES AND CREAM 45G","E","","8,90","10,19","","","","7","12"
"7897322709970","ADDERA D3 5.000 UI C/30 CAPS MOLE","E","02 - Preço Controlado Plugpharma","113,10","119,70","","","","0","0"
"7896094914087","ATROVERAN HOT C/1 ADESIVO","D","PROPAGADO","10,80","13,79","","","","5","12"
"7896044926474","DEO COLONIA GIOVANNA BABY CLASSIC 50ML","E","","67,90","64,69","","","","0","0"
"7895296449816","GN CLORIDRATO DE NARATRIPTANA 2,5 MG C/4 CPR NOVAQ","C","02 - Preço Controlado Plugpharma","14,13","11,29","","","","1","1"
"7890704808131","SAB LIQ INTIMO NIVEA NATURAL 250ML","E","LEVE E PAGUE PERFUMARIA","21,90","25,05","","","","2","1"
"7891058021528","DULCOLAX 5MG C/20 DRG","E","PROPAGADO","17,11","14,95","","","","3","4"
"7899824401208","CLIC 0,10+0,02MG C/21 CPR (ARESE)","E","02 - Preço Controlado Plugpharma","24,29","21,19","","","","0","0"
"7899706180986","COND ELSEVE LISO DOS SONHOS 400ML","E","","28,90","33,99","","","","0","0"
"7891150061408","KIT TRESEMME DETOX CAPILAR SH 400ML+COND 200ML","E","","23,99","32,58","","","","0","0"
"7506195183373","CR DENTAL ORAL B DISNEY 100G","E","","14,90","14,59","","","","1","2"
"7896658006401","FEMINA C/21 CPR","E","ANTICONCEPCIONAIS","34,13","36,39","","","","1","1"
"7908236800650","FRONTAL 0,5MG C/30 CPR","B","PROPAGADO","58,35","55,77","","Leve 2 e pague R$53,66 cada","","2","2"
"7908615077048","GEL CR LA ROCHE ANTI IDADE S/COR FPS50 50G","E","DERMOCOSMETICOS","138,51","136,19","","","","1","1"
"7898495608329","VENOCEL GEL P/PERNAS 300G","E","","49,42","55,09","","","","0","0"
"7899852024417","ESM VULT CAMILA LOURES DEIXA O LIKE 8ML","E","","6,99","8,29","","","","0","0"
"7899337000813","VESOMNI 6+0,4MG C/30 CPR REVEST","E","PROPAGADO","177,65","177,01","","","","1","3"
"7896658036781","SANY D 10.000UI C/4 CPS MOLES","E","02 - Preço Controlado Plugpharma","25,44","24,56","","","","1","0"
"7896112416418","ECASIL 81MG C/30 CPR (BIOLAB)","E","03 - Preço Controlado Plugpharma","14,08","15,59","","","","1","1"
"7896112106425","GN IBUPROFENO 600MG C/10 CAPS MOLE TEUTO","C","BORA VENDER GENÉRICO 3.0","23,87","15,59","","","","0","1"
"7500435141536","APAR BARBEAR GILLETTE MACH3 AQUA GRIP","E","","24,90","18,69","","","","0","0"
"7895144293080","CHICLETE MENTOS UP2U MENTA/TUTTI 56G C/24 UNID","E","","14,90","15,35","","","","6","7"
"7899706251068","SERUM GARNIER BOOSTER 4% ANTIACNE UNIFORM&MATTE 15ML","E","","85,70","58,59","","","","1","0"
"7891150096271","COND SEDA BOOM NUTRICAO INTENSA 250ML","E","","17,90","15,89","","","","1","1"
"7891317451417","ZART H 50+12,5MG C/30 CPR","E","03 - Preço Controlado Plugpharma","44,01","40,89","","","","1","2"
"7896007550906","ABS INTIMUS GEL SECA NOTURNO ABAS C/30 UNID","E","PERFUMARIA CESTÃO","24,90","25,75","","","","3","3"
"7894222010373","ESM DAILUS COLAR DE PEROLAS 8ML","D","","7,90","6,99","","","","2","2"
"7896070601574","NEOZINE 100MG C/20 CPR REVEST","E","02 - Preço Controlado Plugpharma","27,28","27,29","","","","3","3"
"7897947600713","HIDRAT LABIAL CARMED ACIDO HIALURONICO 10G","E","","24,90","26,95","","","","3","3"
"7891350033496","TIN BIOCOLOR LOURO ESCURO 6.0","E","","11,90","13,75","","","","1","1"
"7891721014086","EUTHYROX 125MCG C/50 CPR","E","02 - Preço Controlado Plugpharma","52,22","50,41","","","","4","2"
"7894916508537","SIGMA CLAV BD 875+125MG C/20 CPR","E","02 - Preço Controlado Plugpharma","107,97","106,99","","","","1","2"
"7891158102523","ENSURE PROTEIN BAUNILHA 220ML","E","","18,66","26,55","","","","1","2"
"7891150083523","SAB LIQ LUX DAMA DA NOITE 300ML","E","","15,90","11,89","","","","2","3"
"7896004704999","GN MALEATO DE DEXCLORFENIRAMINA SOL ORAL 120ML EMS","E","BORA VENDER GENÉRICO 3.0","16,15","11,99","","","","3","3"
"7896658004704","TANDRILAX C/15 CPR","E","PROPAGADO","18,13","17,50","","","","7","3"
"7897129304248","LOCAO HIDRAT KLAVIE CLINICAL 190ML","E","DERMOCOSMETICOS","47,61","55,95","","","","0","0"
"7896023707377","CATARINENSE COENZIMA Q10 100MG C/30 CÁPS","E","ACÃO VITAMINAS","79,90","90,99","","","","0","1"
"7896023700101","FIGATIL C/20 CPR","D","PROPAGADO","22,38","22,59","","","","2","2"
"7896331702583","ABC SPRAY INCOLOR 30ML","E","SIMILAR PRA VENDER MUITO!","30,52","26,49","","","","1","1"
"7899852020051","PROT LABIAL VULT MELANCIA 3,5G","E","","15,50","18,25","","","","2","2"
"7896658010170","EXODUS 10MG C/30 CPR REVEST","E","03 - Preço Controlado Plugpharma","85,54","73,56","","","","3","2"
"7506339398236","CR DENTAL ORAL B 3D WHITE L3P2 70G","E","","18,90","14,99","","","","7","2"
"7894222010236","ESM DAILUS TACA DE CRISTAL 8ML","D","","7,90","6,99","","","","3","3"
"7891317004255","ESC 15MG C/30 CPR REVEST","E","03 - Preço Controlado Plugpharma","109,17","118,19","","","","0","2"
"7896637033978","ATENTAH 40MG C/30 CPS APSEN","E","02 - Preço Controlado Plugpharma","106,44","104,89","","","","1","2"
"7896006204657","PO VODOL PREVENT S/PERFUME 100G","E","","9,90","8,29","","","","0","0"
"7891350000092","ESPUMA BARBEAR BOZZANO HIDRATACAO 200ML","E","","22,50","25,45","","","","2","1"
"7899706244060","COND LOREAL PARIS ELSEVE PURE HIALURONICO 400ML PURE C/400ML","E","","25,90","33,99","","","","9","1"
"7896902214828","VASELINA LIQ FARMAX 100ML","E","","7,90","8,59","","","","1","3"
"7899706164481","ESM COLORAMA GRANDES SUCESSOS MAUVE URBAN 8ML","E","","4,90","7,05","","","","0","1"
"7891350037005","ESM RISQUE DIAMOND GEL CHA BRANCO 9,5ML","C","","9,90","12,99","","","","3","0"
"7892828002075","MILDE 50.000UI C/4 CAPS","C","03 - Preço Controlado Plugpharma","44,45","46,79","","","","4","2"
"7896007552016","FR HUGGIES NATURAL CARE RN C/34 UNID","C","","42,90","40,79","","","","3","4"
"7897947612907","REPELENTE XO INSETO SPRAY 200ML","E","PERFUMARIA CESTÃO","15,90","23,15","","","","13","14"
"7896083410323","ANDROSTEN UNO 280MG C/15 CPR","E","03 - Preço Controlado Plugpharma","177,98","172,69","","","","2","1"
"3282770147414","SH DUCRAY REEQUILIBRANTE KERTYOL PSO 100ML","E","DERMOCOSMETICOS","128,97","131,65","","","","2","0"
