ean,name,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"7891317009915","Maleato de Trimebutina 200mg Eurofarma 30 Cápsulas Moles","42,69","43,59","",""
"7891317009922","Maleato de Trimebutina 200mg 60 cápsulas Eurofarma Genérico","","90,99","",""
"7891317010041","Reuplaq 400mg 30 Comprimidos Revestidos","98,09","101,99","",""
"7891317010065","Diupress 25mg + 5mg 30 Comprimidos","37,59","42,39","",""
"7891317010119","Molièri Sem Parar 30 3mg + 0,03mg 21 Comprimidos Revestidos","52,59","58,99","",""
"7891317010126","Molieri 30 Drospirenona 3mg + Etinilestradiol 0,03mg 63 comprimidos","","167,99","",""
"7891317010164","Cloridrato de Bupropiona 150mg Eurofarma 30 Comprimidos Revestidos de Liberação Prolongada","74,92","79,49","",""
"7891317010171","Cloridrato de Bupropiona 300mg Eurofarma 30 Comprimidos Revestidos de Liberação Prolongada","114,19","115,50","",""
"7891317010201","Bup XL 150mg 30 Comprimidos Revestidos de Liberação Prolongada","79,19","81,99","",""
"7891317010218","Bup XL 300mg 30 Comprimidos Revestidos de Liberação Prolongada","100,99","101,99","",""
"7891317010263","Cloridrato de Metilfenidato 10mg 30 comprimidos Eurofarma Genérico","","21,79","",""
"7891317010270","Cloridrato de Metilfenidato 10mg 60 comprimidos Eurofarma Genérico","","39,19","",""
"7891317010287","Attenze 10mg 30 Comprimidos","41,84","42,39","",""
"7891317010355","Furoato De Mometasona 50mcg Eurofarma Suspensão Spray Nasal 60 Acionamentos","29,59","30,86","",""
"7891317010362","Furoato De Mometasona 50mcg Eurofarma Suspensão Spray Nasal 120 Acionamentos","33,49","42,63","",""
"7891317010379","Ventus 50mcg Suspensão Nasal 60 Acionamentos Spray 9ml","41,59","42,59","",""
"7891317010386","Ventus 50mcg Suspensão Nasal 120 Acionamentos Spray 17,5ml","59,29","62,99","",""
"7891317010478","Ebastel 10mg 30 Comprimidos Revestidos","191,99","206,96","",""
"7891317010485","Esc 20mg 60 Comprimidos Revestidos","193,39","214,00","",""
"7891317010744","Dexametasona 4,37mg + Cloridrato de Tiamina 100mg + Cloridrato de Piridoxina 100 mg + Cianocobalamina 5.000 mcg Eurofarma Solução Injetável 3 Ampolas","25,69","27,39","",""
"7891317010751","Dexalgen NF Solução Injetável 3 Ampolas 1ml Cada + 3 Ampolas 2 ml Cada","46,89","48,19","",""
"7891317010782","Alprazolam 1mg 30 comprimidos Eurofarma Genérico","","9,15","",""
"7891317010829","Oxalato de Escitalopram 20mg EuroFarma 60 Comprimidos","60,99","61,00","",""
"7891317011154","Acetilcisteína 40mg/ml Eurofarma Xarope 120ml + Copo Dosador","28,09","28,09","",""
"7891317011253","Cloridrato de Trazodona 50mg - 60 comprimidos Eurofarma Genérico","","55,39","",""
"7891317011260","Cloridrato de Trazodona 100mg - 30 comprimidos Eurofarma Genérico","","55,39","",""
"7891317011277","Sonic 50mg 60 Comprimidos Revestidos","55,89","58,19","",""
"7891317011284","Sonic 100mg 30 Comprimidos Revestidos","57,69","59,79","",""
"7891317011338","Cloridrato de Duloxetina 30mg Eurofarma 30 Cápsulas de Liberação Retardada","102,79","","",""
"7891317011383","Naire 20mg 30 Comprimidos","101,79","","",""
"7891317011390","Naire 20mg 15 Comprimidos","61,99","62,19","",""
"7891317011444","Esc ODT 5mg 30 Comprimidos Orodispersíveis","52,49","54,19","",""
"7891317011451","Esc ODT 10mg 30 Comprimidos Orodispersíveis","85,59","88,99","",""
"7891317011468","Esc ODT 15mg 30 Comprimidos Orodispersíveis","130,69","135,98","",""
"7891317011475","Esc ODT 20mg 30 Comprimidos Orodispersíveis","159,09","161,99","",""
"7891317011598","Melocox ODT 15mg 10 Comprimidos Orodispersíveis","44,59","43,59","",""
"7891317013158","Molieri Sem Parar 20 3mg + 0,02mg 24 Comprimidos Revestidos","61,39","62,59","",""
"7891317013523","Pergo 2mg Solução Oral 120ml","40,79","124,99","",""
"7891317013547","Dicloridrato de Hidroxizina 2mg/ml Eurofarma Solução Oral 120ml + Copo Dosador","16,69","16,69","",""
"7891317013585","Venlaxin 75mg 60 Cápsulas","164,79","170,00","",""
"7891317013592","Venlaxin XR 150mg 60 Cápsulas de Liberação Controlada","204,79","230,00","",""
"7891317013608","Carbolitium 300mg 60 Comprimidos Revestidos","52,99","53,59","",""
"7891317013615","Carbolitium 300mg 90 Comprimidos Revestidos","71,39","70,49","",""
"7891317013646","Carbonato de Litio 300mg Eurofarma 60 Comprimidos Revestidos","28,89","28,39","",""
"7891317013653","Carbonato de Lítio 300mg 90 comprimidos Eurofarma Genérico","","45,59","",""
"7891317013660","Betatrinta Dipropionato de Betametasona 5mg + Fosfato Dissodico de Betametasona 2mg Suspensão Injetável 6 Ampolas","","136,98","",""
"7891317013677","Zina ODT 5mg 10 Comprimidos Orodispersíveis","52,89","52,59","",""
"7891317013783","Aires Acetilcisteína 600mg 16 Envelopes Momenta Farma","92,69","96,18","",""
"7891317013813","Algicod 12 Comprimidos","28,79","","",""
"7891317013820","Algicod 24 Comprimidos","52,99","54,19","",""
"7891317013837","Algicod 36 Comprimidos","70,42","","",""
"7891317013844","Algie 150mg 10 Comprimidos de Liberação Prolongada","47,69","49,39","",""
"7891317013905","Aloff 0,5mg/ml Xarope 100ml","56,69","67,71","",""
"7891317013912","Aloff Xpe 0,5mg/ml Suspensão Oral Sabor Tutti-frutti 60ml + Seringa Dosadora","38,59","46,19","",""
"7891317013943","Alurax 2mg 30 Comprimidos Revestidos","58,09","58,79","",""
"7891317013967","Andolba Solução Aerossol 43g","33,09","38,19","",""
"7891317013981","Ária 4mg 30 Comprimidos Mastigáveis","51,29","52,99","",""
"7891317013998","Ária 5mg 30 Comprimidos Mastigáveis","42,59","52,99","",""
"7891317014001","Ária 10mg 30 Comprimidos Revestidos","51,29","52,99","",""
"7891317014155","Atak Clav 875mg + 125mg 20 Comprimidos","82,89","82,99","",""
"7891317014162","Atak Clav 875mg + 125mg 14 Comprimidos","57,49","68,99","",""
"7891317014186","Atak Clav 400mg + 57mg Pó para Suspensão Oral 70ml","39,09","40,39","",""
"7891317014254","Atrace 37,5mg + 325mg 20 Comprimidos Revestidos","52,69","58,39","",""
"7891317014261","Atrace 37,5mg + 325mg 10 Comprimidos Revestidos","31,19","34,59","",""
"7891317014308","Bart H 150mg 30 Comprimidos","125,39","124,99","",""
"7891317014322","Bart H 300mg 30 Comprimidos","125,09","123,99","",""
"7891317014414","Città 20mg 30 Comprimidos Revestidos","80,49","82,99","",""
"7891317014452","Percoide 20mg 10 Comprimidos","23,89","","",""
"7891317014476","Percoide 40mg 7 Comprimidos Revestidos","53,29","61,79","",""
"7891317014490","Percoide Fosfato Sódico de Prednisolona 11mg/ml Gotas 20ml","","37,79","",""
"7891317014575","Densis 5mg/100ml Solução Injetável Intravenoso 100ml","959,90","1387,94","",""
"7891317014582","Diacqua 25mg 30 Comprimidos","22,49","25,49","",""
"7891317014599","Diacqua 50mg 30 Comprimidos","35,49","39,39","",""
"7891317014643","Dievari 900mg + 100mg 30 Comprimidos Revestidos","137,29","136,99","",""
"7891317014681","Diublok 50mg + 12,5mg 30 Comprimidos","30,99","32,99","",""
"7891317014711","Ducox 200mg 30 Cápsulas Duras","98,39","110,49","",""
"7891317014728","Ducox 200mg 10 Cápsulas Duras","37,59","41,99","",""
"7891317014957","Hominus 2mg + 5mg 30 Cápsulas Duras","122,33","140,99","",""
"7891317014988","Hominus 2mg + 5mg 60 Cápsulas Duras","160,29","170,00","",""
"7891317015008","Indosso 150mg 1 Comprimido Revestido","67,49","69,99","",""
"7891317015053","Kóide Elixir 0,1mg/1ml Solução Oral 120ml  + Copo Medida","18,77","","",""
"7891317015060","Kóide D Xarope 120ml + Copo Dosador","39,74","38,39","",""
"7891317015121","Mantidan 100mg 30 Comprimidos","34,59","34,99","",""
"7891317015176","Minilax Solução Retal 7 Bisnagas de 6,5g Cada","41,10","49,19","",""
"7891317015190","Minti Nitazoxanida 20mg/ml Pó para Suspensão Oral 45ml + Seringa Dosadora","","28,39","",""
"7891317015213","Mud Creme Dermatológico 10g","18,69","19,79","",""
"7891317015237","Mud Oral 1mg/g Pomada Bucal 10g","17,20","20,59","",""
"7891317015299","OHDE Caps 15.000 UI 4 Cápsulas Moles","51,79","53,59","",""
"7891317015312","OHDE Caps 50.000 UI 4 Cápsulas Moles","84,69","84,99","",""
"7891317015336","OHDE Caps 7.000 UI 4 Cápsulas Moles","17,59","18,39","",""
"7891317015374","Pivast 2mg 30 Comprimidos Revestidos","90,69","93,49","",""
"7891317015626","Quepsia LP 50mg 30 Comprimidos Revestidos de Liberação Prolongada","139,49","150,99","",""
"7891317015770","Riposo SL 5mg 30 Comprimidos Sublinguais","61,99","71,49","",""
"7891317015787","Rox 5mg 30 Comprimidos Revestidos","32,79","","",""
"7891317015794","Rox 10mg 30 Comprimidos Revestidos","43,09","48,59","",""
"7891317015800","Rox 20mg 30 Comprimidos Revestidos","69,09","84,49","",""
"7891317015923","Tavok 500mg 7 Comprimidos Revestidos","87,49","","",""
"7891317015954","Tavok 750mg 5 Comprimidos Revestidos","72,49","","",""
"7891317015961","Tavok 750mg 7 Comprimidos Revestidos","101,29","98,98","",""
"7891317016012","Triaxin 1g Pó para Solução Injetável Intramuscular 5 Frascos-Ampolas + 5 Ampolas de Solução Diluente 3,5ml Cada","212,19","199,99","",""
"7891317016029","Triaxin 1g Pó para Solução de Uso Intramuscular + 1 Frasco 3,5ml de Diluente","42,29","42,59","",""
"7891317016043","Triaxin 500mg Pó para Solução de Uso Intramuscular + 1 Frasco 2ml de Diluente","22,79","25,69","",""
"7891317016067","Vendexla Succinato de Desvenlafaxina Monoidratado 100mg 30 comprimidos","","124,00","",""
"7891317016098","Vendexla 50mg 30 Comprimidos Revestidos de Liberação Prolongada","86,49","","",""
"7891317016128","Zap 2,5mg 30 Comprimidos","62,79","62,59","",""
"7891317016135","Zap 5mg 30 Comprimidos","119,79","135,00","",""
"7891317016142","Zap 10mg 30 Comprimidos","127,19","131,49","",""
"7891317016258","Azox 500mg 6 comprimidos Revestidos","41,41","","",""
"7891317016265","Nitazoxanida 500mg - 6 comprimidos Eurofarma Genérico","","29,69","",""
"7891317016326","Bilastina 20mg Eurofarma 15 Comprimidos","27,85","24,79","",""
"7891317016333","Bilastina 20mg Eurofarma 30 Comprimidos","48,59","58,59","",""
"7891317016340","Piemonte 4mg 60 Comprimidos Mastigável","98,29","99,49","",""
"7891317016357","Piemonte 5mg 60 Comprimidos Mastigáveis","95,09","99,49","",""
"7891317016364","Piemonte 10mg 60 Comprimidos Revestidos","99,79","97,99","",""
"7891317016371","Montelucaste de Sódio 4mg Eurofarma 60 Comprimidos Mastigável","105,79","120,49","",""
"7891317016388","Montelucaste de Sódio 5mg Eurofarma 60 Comprimidos Mastigável","80,81","134,99","",""
"7891317016395","Montelucaste de Sódio 10mg Eurofarma 60 Comprimidos Revestidos","90,50","124,99","",""
"7891317016418","AltaD Caps 7.000 UI 4 Cápsulas Moles","17,99","17,89","",""
"7891317016425","AltaD Caps 15.000 UI 4 Cápsulas Moles","50,39","53,59","",""
"7891317016432","Alta D Caps 50.000UI 4 Cápsulas Moles","81,39","86,49","",""
"7891317016920","Enantato de Noretisterona 50mg/ml + Valerato de Estradiol 5mg/ml Eurofarma Solução Injetável 1 Ampola 1ml","18,59","18,59","",""
"7891317016968","Sincro XR 12,5mg 30 Comprimidos","79,99","84,99","",""
"7891317016975","Sincro XR 25mg 30 Comprimidos","125,99","129,99","",""
"7891317017002","Cilostazol 50mg Eurofarma 30 Comprimidos","11,02","16,89","",""
"7891317017019","Cilostazol 50mg Eurofarma 60 Comprimidos","19,99","22,59","",""
"7891317017026","Valsartana 80mg Eurofarma 30 Comprimidos Revestidos","42,99","42,99","",""
"7891317017033","Valsartana 160mg 30 comprimidos Eurofarma Genérico","","48,99","",""
"7891317017378","Cloridrato de Sertralina 25mg Eurofarma 30 Comprimidos Revestidos","33,39","34,79","",""
"7891317017385","Cloridrato de Sertralina 50mg Eurofarma 30 Comprimidos Revestidos","11,89","","",""
"7891317017392","Cloridrato de Sertralina 100mg Eurofarma 30 Comprimidos Revestidos","27,49","","",""
"7891317017422","Pantoprazol Sódico Sesqui-Hidratado 40mg Eurofarma 28 Comprimidos Revestidos de Liberação Retardada","16,39","","",""
"7891317017484","Pantocal 40mg 28 Comprimidos Revestidos de Liberação Retardada","157,79","175,98","",""
"7891317017514","Lemont 10mg + 5mg 7 Comprimidos Revestidos","58,79","56,59","",""
"7891317017521","Lemont 10mg + 5mg 14 Comprimidos Revestidos","109,79","108,99","",""
"7891317017651","Rivaroxabana 10mg Eurofarma 30 Comprimidos Revestidos","64,49","73,49","",""
"7891317017668","Rivaroxabana 15mg Eurofarma 30 Comprimidos Revestidos","31,34","","",""
"7891317017675","Rivaroxabana 20mg Eurofarma 30 Comprimidos Revestidos","27,99","71,00","",""
"7891317017682","Rivaxa 10mg 10 Comprimidos Revestidos","12,69","14,79","",""
"7891317017699","Rivaxa 10mg 30 Comprimidos Revestidos","42,79","43,59","",""
"7891317017712","Rivaxa 15mg 30 Comprimidos Revestidos","44,19","42,99","",""
"7891317017729","Rivaxa 20mg 30 Comprimidos Revestidos","42,79","42,99","",""
"7891317017880","Paco 500mg + 30mg 24 Comprimidos","92,69","90,99","",""
"7891317018146","Axetilcefuroxima 250mg Eurofarma 10 Comprimidos Revestidos","68,49","70,99","",""
"7891317018153","Axetilcefuroxima 500mg 10 comprimidos Eurofarma Genérico","","110,49","",""
"7891317018160","Axetilcefuroxima 500mg 14 comprimidos Eurofarma Genérico","","167,99","",""
"7891317018177","Totacef 500mg 14 Comprimidos Revestidos","74,99","","",""
"7891317018221","Cefadroxila 500mg Eurofarma 8 Cápsulas","18,09","16,89","",""
"7891317018542","Isotretinoína 20mg Eurofarma 30 Cápsulas Moles","54,99","","",""
"7891317018559","Amalfi 20mg 30 Cápsulas Moles","101,09","102,00","",""
"7891317018764","Rivar 15mg 30 Comprimidos Revestidos","106,49","","",""
"7891317018849","Hemitartarato de Zolpidem 10mg Eurofarma 30 Comprimidos","72,88","12,69","",""
"7891317019044","Medato 10mg 30 Comprimidos","41,69","42,99","",""
"7891317019068","Olsar H 20mg 30 Comprimidos","37,39","44,59","",""
"7891317019099","Olsar H 40mg 30 Comprimidos","39,49","46,99","",""
"7891317019129","Olsar H 20/12,5mg 30 Comprimidos Revestidos","51,27","66,19","",""
"7891317019150","Olsar H 40/12,5mg 30 Comprimidos Revestidos","65,39","74,99","",""
"7891317019204","Tamiram 500mg 3 Comprimidos","49,69","49,19","",""
"7891317019983","Neo B 30 Comprimidos Revestidos","76,29","74,49","",""
"7891317020002","Aceclofenaco 100mg Eurofarma 12 Comprimidos Revestidos","22,79","","",""
"7891317020101","Simeco Plus suspensão oral sabor hortelã 240ml","56,69","","",""
"7891317020392","Molièri Sem Parar 30 3mg + 0,03mg 28 Comprimidos Revestidos","67,69","66,19","",""
"7891317020415","Drospirenona 3mg + Etinilestradiol 0,03mg 28 comprimidos Eurofarma Genérico","","44,59","",""
"7891317020422","Drospirenona 3mg + Etinilestradiol 0,03mg Eurofarma 84 Comprimidos Revestidos","79,69","112,98","",""
"7891317020439","Antara 100mg/ml Solução Oral 150ml + Seringa Dosadora","113,89","119,49","",""
"7891317020453","Levetiracetam 100mg/ml Eurofarma Solução Oral 150ml + Seringa Dosadora","76,89","71,49","",""
"7891317020460","Spark 100mg/ml Solução Oral Sabor Uva 150ml + Seringa Dosadora","113,59","119,49","",""
"7891317020507","Gaba ER 250mg 30 Comprimidos Revestidos de Liberação Prolongada","29,99","29,29","",""
"7891317020538","Gaba ER 500mg 30 Comprimidos Revestidos de Liberação Prolongada","60,49","58,39","",""
"7891317020552","Divalproato de Sódio 250mg Eurofarma 30 Comprimidos de Liberação Prolongada","25,99","30,79","",""
"7891317020576","Divalproato de Sódio 500mg 30 comprimidos Eurofarma Genérico","","61,99","",""
"7891317020651","Pietra ED 2mg 90 Comprimidos","131,59","136,99","",""
"7891317020675","Monax 50mcg Suspensão Spray Nasal 60 Acionamentos 9ml","34,96","41,59","",""
"7891317020699","Monax 50mcg Suspensão Nasal Spray 120 Acionamentos","59,19","58,79","",""
"7891317021733","Hisbila 20mg 30 Comprimidos","103,09","119,49","",""
"7891317021757","Hisbila 20mg 15 Comprimidos","61,09","62,19","",""
"7891317021894","Mobale 75mg 30 Cápsulas Duras","56,59","60,39","",""
"7891317021924","Mobale 150mg 30 Cápsulas Duras","78,49","85,99","",""
"7891317021931","Drospirenona 3mg + Etinilestradiol 0,03mg Eurofarma 63 Comprimidos Revestidos","33,89","50,19","",""
"7891317021955","Drospirenona 3mg + Etinilestradiol 0,02mg 24 comprimidos Eurofarma Genérico","","22,29","",""
"7891317021962","Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos - Eurofarma Genérico","","90,99","",""
"7891317021979","Alurax 2mg 90 Comprimidos Revestidos","152,39","","",""
"7891317022105","Citobê 30 Comprimidos Revestidos","80,69","82,49","",""
"7891317022174","Minilax Pediátrico Solução Retal 7 Bisnagas 6,5g Cada","46,89","51,71","",""
"7891317022570","Cloridrato de Fluoxetina 20mg Eurofarma 60 Cápsulas Duras","58,99","58,99","",""
"7891317022587","Cloridrato de Fluoxetina 20mg Eurofarma 30 Cápsulas Duras","20,29","17,59","",""
"7891317022600","Divalproato de Sódio 500mg Eurofarma 60 Comprimidos de Liberação Prolongada","110,99","110,99","",""
"7891317022662","Anastrozol 1mg Eurofarma 30 Comprimidos Revestidos","82,69","591,94","",""
"7891317022839","Assert 50mg 60 Comprimidos Revestidos","120,59","","",""
"7891317023249","Percoidel 3mg/ml Solução Oral 60ml + Seringa Dosadora","25,49","25,89","",""
"7891317023362","Molieri Sem Parar 20 3mg + 0,02mg 30 Comprimidos Revestidos","56,63","","",""
"7891317023898","Gázia 40mg 28 Comprimidos Revestidos de Liberação Retardada","45,49","44,59","",""
"7891317024277","Prysma 2mg 20 Comprimidos Revestidos","77,19","78,99","",""
"7891317024284","Prysma 3mg 20 Comprimidos Revestidos","72,79","74,49","",""
"7891317024994","Bup 150mg 30 Comprimidos","125,39","","",""
"7891317025007","Bup 150mg 60 Comprimidos","234,39","","",""
"7891317025038","Cloridrato de Bupropiona 150mg Eurofarma 30 Comprimidos Revestidos de Liberação Lenta","51,99","69,99","",""
"7891317025045","Cloridrato de Bupropiona 150mg Eurofarma 60 Comprimidos Revestidos de Liberação Lenta","57,48","48,40","",""
"7891317025083","Acetilcisteína 20mg/ml Eurofarma Pediátrico Sabor Framboesa 120ml + 1 Copo Dosador","21,59","33,43","",""
"7891317025090","Aires 20mg/ml Xarope 120ml + 1 Copo Dosador","30,29","36,75","",""
"7891317025205","Dixil 50mg/ml Solução Spray Capilar 50ml","62,39","64,59","",""
"7891317025236","Pilox 50mg/ml Solução Spray Capilar 50ml","55,99","64,59","",""
"7891317025533","Pomada Trok Bisnaga 10g","15,89","17,89","",""
"7891317025540","Trok Pomada Dermatológica 30g","32,59","36,39","",""
"7891317025564","Trok Creme Dermatológico 10g","16,59","18,89","",""
"7891317025571","Trok Creme Dermatológico 30g","32,69","36,79","",""
"7891317025601","Cloridrato de Tansulosina 0,4mg Eurofarma 30 Cápsulas Duras de Liberação Prolongada","66,69","58,39","",""
"7891317025786","Ciprofibrato 100mg Eurofarma 30 Comprimidos","29,19","38,19","",""
"7891317025793","Dipropionato de Betametasona 0,64mg/g + Sulfato de Gentamicina 1mg/g Eurofarma Creme 30g","25,57","","",""
"7891317025809","Dipropionato de Betametasona 0,64mg/g + Sulfato de Gentamicina 1mg/g Eurofarma Pomada 30g","20,49","","",""
"7891317025830","Pantoprazol Sódico Sesqui-Hidratado 20mg Eurofarma 28 Comprimidos Revestidos de Liberação Retardada","12,29","15,59","",""
"7891317025854","Cloridrato de Sibutramina 15mg Eurofarma 60 Cápsulas","111,99","111,98","",""
"7891317025861","Ezonia 2mg 20 Comprimidos","77,49","80,99","",""
"7891317025878","Ezonia 3mg 20 Comprimidos","78,99","78,99","",""
"7891317026004","AltaD Caps 7.000 UI 30 Cápsulas Moles","79,29","81,99","",""
"7891317026011","AltaD Caps 15.000 UI 10 Cápsulas Moles","103,99","108,49","",""
"7891317026028","OHDE Caps 7.000 UI 30 Cápsulas Moles","65,61","","",""
"7891317026035","OHDE Caps 15.000 UI 10 Cápsulas Moles","99,29","102,99","",""
"7891317026066","Vitamina D3 Colecalciferol 7.000UI 4 cápsulas","","13,29","","Leve 3 unidades por R$ 10,65 cada"
"7891317026073","Vitamina D3 Colecalciferol 7.000UI 10 cápsulas","","25,89","","Leve 2 unidades por R$ 20,67 cada"
"7891317026080","Vitamina D3 Colecalciferol 15.000UI 4 cápsulas","","40,59","","Leve 2 unidades por R$ 27,18 cada"
"7891317026097","Vitamina D3 Colecalciferol 15.000UI 10 cápsulas","","65,39","","Leve 2 unidades por R$ 43,46 cada"
"7891317026103","Vitamina D3 Colecalciferol 50.000UI 4 cápsulas","","45,19","","Leve 3 unidades por R$ 32,26 cada"
"7891317026110","Vitamina D3 Colecalciferol 50.000UI 8 cápsulas","","88,05","","Leve 2 unidades por R$ 54,53 cada"
"7891317026370","Ácido Acetilsalicílico 100mg Eurofarma 30 Comprimidos Revestidos de Liberação Retartada","13,69","13,09","",""
"7891317026387","Ácido Acetilsalicílico 100mg Eurofarma 60 Comprimidos Revestidos de Liberação Retartada","18,69","26,09","",""
"7891317026431","Aspi Prev 100mg 30 Comprimidos Revestidos de Liberação Retardada","18,48","","",""
"7891317026554","Bedoze 5mg/ml Solução Injetavel 2 Ampolas de 1ml Cada","36,59","41,39","",""
"7891317027148","Levetiracetam 500mg Eurofarma 30 Comprimidos Revestidos","84,39","77,99","",""
"7891317027155","Levetiracetam 1000mg 30 comprimidos Eurofarma Genérico","","155,99","",""
"7891317027186","Hemitartarato Zolpidem 6,25mg Eurofarma 30 Comprimidos Revestidos de Liberação Prolongada","42,49","37,79","",""
"7891317027193","Hemitartarato Zolpidem 12,5mg Eurofarma 30 Comprimidos Revestidos de Liberação Prolongada","79,79","75,49","",""
"7891317027209","Turno XR 6,25mg 30 Comprimidos Revestidos de Liberação Prolongada","50,89","48,39","",""
"7891317027216","Turno XR 12,5mg 30 Comprimidos Revestidos de Liberação Prolongada","101,89","96,98","",""
"7891317027940","Carbolitium Cr 450mg 60 Comprimidos","108,99","108,99","",""
"7891317027957","Carbolitium Cr 450mg 90 Comprimidos","162,69","173,98","",""
"7891317027988","Carbolitium CR 450mg 30 Comprimidos","65,29","64,79","",""
"7891317028091","Vascor MR 35mg 30 Comprimidos Revestidos de Liberação Prolongada","48,29","48,39","",""
"7891317028107","Vascor MR 35mg 60 Comprimidos Revestidos de Liberação Prolongada","90,49","90,99","",""
"7891317028176","Dicloridrato de Trimetazidina 35mg Eurofarma 30 Comprimidos Revestidos de Liberação Prolongada","40,09","53,59","",""
"7891317028190","Dicloridrato de Trimetazidina 35mg Eurofarma 60 Comprimidos Revestidos de Liberação Prolongada","111,09","107,49","",""
"7891317028237","Trometamol Cetorolaco 10mg Eurofarma 10 Comprimidos Sublinguais","23,69","21,89","",""
"7891317028244","Trometamol Cetorolaco 10mg Eurofarma 20 Comprimidos Sublinguais","39,19","47,79","",""
"7891317028749","Daem 250mg/ml Solução Injetável 1 Ampola 4ml","355,99","473,01","",""
"7891317028794","Ketto 10mg 10 Comprimidos Sublinguais","26,69","30,19","",""
"7891317028800","Ketto 10mg 20 Comprimidos Sublinguais","51,29","60,39","",""
"7891317028824","Vóric 10mg 10 Comprimidos Sublinguais","31,09","30,39","",""
"7891317028831","Vóric 10mg 20 Comprimidos Sublinguais","61,59","60,19","",""
"7891317029159","Quet XR 200mg 30 Comprimidos Revestidos de Liberação Prolongada","319,99","383,01","",""
"7891317029197","Quet XR 300mg 30 Comprimidos Revestidos de Liberação Prolongada","435,59","457,01","",""
"7891317029234","Quepsia LP 200mg 30 Comprimidos Revestidos de Liberação Prolongada","358,99","358,99","",""
"7891317029265","Quepsia LP 300mg 30 Comprimidos Revestidos de Liberação Prolongada","397,09","445,00","",""
"7891317029272","Levetiracetam 250mg Eurofarma 30 Comprimidos Revestidos","32,34","30,19","",""
"7891317029289","Levetiracetam 750mg Eurofarma 30 Comprimidos Revestidos","206,99","154,99","",""
"7891317029302","Antara 250mg 30 Comprimidos Revestidos","46,49","47,79","",""
"7891317029319","Antara 750mg 30 Comprimidos Revestidos","134,99","136,49","",""
"7891317029333","Spark 250mg 30 Comprimdos Revestidos","42,39","46,19","",""
"7891317029685","Melocox 15mg 10 Comprimidos","40,69","47,79","",""
"7891317029715","Meloxican 15mg Eurofarma 10 Comprimidos","14,49","15,99","",""
"7891317029791","Spark 750mg 30 Comprimdos Revestidos","128,99","133,99","",""
"7891317030070","Citobê-Dexa Solução Injetável 3 Ampolas I 1ml + 3 Ampolas II 2ml Cada","37,59","40,59","",""
"7891317030575","Terza 250mg/5ml Pó para Suspensão Oral Sabor Morango 100ml + 1 Seringa Dosadora + Adaptador","140,49","148,99","",""
"7891317031169","Afetus 25mg 30 Comprimidos Revestidos","62,49","62,79","",""
"7891317031176","Afetus 50mg 30 Comprimidos Revestidos","98,99","92,49","",""
"7891317031183","Afetus 50mg 60 Comprimidos Revestidos","123,19","128,99","",""
"7891317031190","Afetus 100mg 30 Comprimidos Revestidos","181,39","186,00","",""
"7891317031695","Antara XR 500mg 30 Comprimidos Revestidos de Liberação Prolongada","106,97","124,49","",""
"7891317031725","Antara XR 750mg 30 Comprimidos Revestidos de Liberação Prolongada","192,69","175,99","",""
"7891317031756","Spark 500mg 30 Comprimidos Revestidos de Liberação Prolongada","106,99","116,49","",""
"7891317031787","Spark 750mg 30 Comprimidos Revestidos de Liberação Prolongada","157,79","174,99","",""
"7891317032289","Antara 500mg 30 Comprimidos Revestidos","84,09","87,99","",""
"7891317033149","Coltrax 4mg 20 Comprimidos","57,59","","",""
"7891317033156","Coltrax Inj 2mg/ml Solução Injetável 3 Ampolas 2ml","14,87","","",""
"7891317033163","Digesan 10mg 20 Cápsulas","42,29","48,79","",""
"7891317033170","Digesan 4mg/ml Solução Oral 20ml","42,59","42,99","",""
"7891317034184","Cloridrato de Tramadol 37,5mg + Paracetamol 325mg Eurofarma 30 Comprimidos Revestidos","46,49","53,59","",""
"7891317034191","Atrace 37,5mg + 325mg 30 Comprimidos Revestidos","85,89","83,49","",""
"7891317036966","Bup XL 150mg 60 Comprimidos Revestidos de Liberação Prolongada","134,37","","",""
"7891317036973","Bup XL 300mg 60 Comprimidos Revestidos de Liberação Prolongada","168,47","174,98","",""
"7891317100933","Ártico Caps 500mg + 400mg 30 Cápsulas Moles","90,69","105,00","",""
"7891317101961","Azitromicina Di-Hidratada 1500mg Eurofarma Pó Para Suspensão Oral + 1 Flaconete Diluente de 22ml Frasco 37,5ml + Seringa Dosadora","28,91","32,39","",""
"7891317101985","Azitromicina Di-Hidratada 900mg Eurofarma Pó Para Suspensão Oral + 1 Flaconete Diluente de 12ml Frasco 22,5ml + Seringa Dosadora","46,29","34,79","",""
"7891317102012","Azitromicina Di-Hidratada 600mg Eurofarma Pó Para Suspensão Oral + 1 Flaconete Diluente de 9ml Frasco 15ml + Seringa Dosadora","32,51","","",""
"7891317103033","Fluxene 20mg 60 Cápsulas Duras","134,99","138,99","",""
"7891317103323","Betatrinta 5mg/ml + 2mg/ml Suspensão Injetável 1 Ampola de 1ml + Seringa Esterilizada com Sistema de Segurança","25,49","28,19","",""
"7891317118228","Versa 40mg/0,4ml 2 Solução Injetável 6 Seringas Pré-enchidas com Dispositivo de Segurança 0,4ml Cada","376,99","378,01","",""
"7891317118242","Versa Enoxaparina Sódica 20mg 6 seringas","","230,00","",""
